STATION,NAME,DATE,PRCP,SNOW,SNWD,TMAX,TMIN,TOBS
USW00023293,SAN JOSE,3/7/08,0,,,67,40,
USW00023293,SAN JOSE,3/8/08,0,,,65,45,
USW00023293,SAN JOSE,3/9/08,0,,,73,42,
USW00023293,SAN JOSE,3/10/08,0,,,71,47,
USW00023293,SAN JOSE,3/11/08,0,,,67,47,
USW00023293,SAN JOSE,3/12/08,0,,,63,45,
USW00023293,SAN JOSE,3/13/08,0,,,64,49,
USW00023293,SAN JOSE,3/14/08,0,,,62,44,
USW00023293,SAN JOSE,3/15/08,0.14,,,60,43,
USW00023293,SAN JOSE,3/16/08,0,,,67,47,
USW00023293,SAN JOSE,3/17/08,0,,,69,49,
USW00023293,SAN JOSE,3/18/08,0,,,73,48,
USW00023293,SAN JOSE,3/19/08,0,,,66,46,
USW00023293,SAN JOSE,3/20/08,0,,,65,46,
USW00023293,SAN JOSE,3/21/08,0,,,69,44,
USW00023293,SAN JOSE,3/22/08,0,,,76,44,
USW00023293,SAN JOSE,3/23/08,0,,,74,44,
USW00023293,SAN JOSE,3/24/08,0,,,72,44,
USW00023293,SAN JOSE,3/25/08,0,,,72,52,
USW00023293,SAN JOSE,3/26/08,0,,,67,47,
USW00023293,SAN JOSE,3/27/08,0,,,63,45,
USW00023293,SAN JOSE,3/28/08,0,,,68,47,
USW00023293,SAN JOSE,3/29/08,0.01,,,65,47,
USW00023293,SAN JOSE,3/30/08,0,,,64,44,
USW00023293,SAN JOSE,3/31/08,0,,,68,39,
USW00023293,SAN JOSE,4/1/08,0,,,72,48,
USW00023293,SAN JOSE,4/2/08,0.01,,,70,49,
USW00023293,SAN JOSE,4/3/08,0,,,71,49,
USW00023293,SAN JOSE,4/4/08,0,,,62,44,
USW00023293,SAN JOSE,4/5/08,0,,,61,46,
USW00023293,SAN JOSE,4/6/08,0,,,64,45,
USW00023293,SAN JOSE,4/7/08,0,,,63,39,
USW00023293,SAN JOSE,4/8/08,0,,,59,44,
USW00023293,SAN JOSE,4/9/08,0,,,63,48,
USW00023293,SAN JOSE,4/10/08,0,,,73,43,
USW00023293,SAN JOSE,4/11/08,0,,,82,47,
USW00023293,SAN JOSE,4/12/08,0,,,87,54,
USW00023293,SAN JOSE,4/13/08,0,,,87,52,
USW00023293,SAN JOSE,4/14/08,0,,,63,48,
USW00023293,SAN JOSE,4/15/08,0,,,64,45,
USW00023293,SAN JOSE,4/16/08,0,,,72,42,
USW00023293,SAN JOSE,4/17/08,0,,,80,47,
USW00023293,SAN JOSE,4/18/08,0,,,69,48,
USW00023293,SAN JOSE,4/19/08,0,,,60,42,
USW00023293,SAN JOSE,4/20/08,0,,,58,41,
USW00023293,SAN JOSE,4/21/08,0,,,59,40,
USW00023293,SAN JOSE,4/22/08,0,,,63,41,
USW00023293,SAN JOSE,4/23/08,0.02,,,65,46,
USW00023293,SAN JOSE,4/24/08,0,,,69,41,
USW00023293,SAN JOSE,4/25/08,0,,,77,44,
USW00023293,SAN JOSE,4/26/08,0,,,83,49,
USW00023293,SAN JOSE,4/27/08,0,,,86,55,
USW00023293,SAN JOSE,4/28/08,0,,,77,50,
USW00023293,SAN JOSE,4/29/08,0,,,66,48,
USW00023293,SAN JOSE,4/30/08,0,,,64,45,
USW00023293,SAN JOSE,5/1/08,0,,,72,44,
USW00023293,SAN JOSE,5/2/08,0,,,66,48,
USW00023293,SAN JOSE,5/3/08,0,,,70,44,
USW00023293,SAN JOSE,5/4/08,0,,,67,49,
USW00023293,SAN JOSE,5/5/08,0,,,74,48,
USW00023293,SAN JOSE,5/6/08,0,,,74,51,
USW00023293,SAN JOSE,5/7/08,0,,,68,50,
USW00023293,SAN JOSE,5/8/08,0,,,72,49,
USW00023293,SAN JOSE,5/9/08,0,,,69,47,
USW00023293,SAN JOSE,5/10/08,0,,,74,46,
USW00023293,SAN JOSE,5/11/08,0,,,69,51,
USW00023293,SAN JOSE,5/12/08,0,,,71,49,
USW00023293,SAN JOSE,5/13/08,0,,,85,49,
USW00023293,SAN JOSE,5/14/08,0,,,91,57,
USW00023293,SAN JOSE,5/15/08,0,,,99,63,
USW00023293,SAN JOSE,5/16/08,0,,,98,68,
USW00023293,SAN JOSE,5/17/08,0,,,90,61,
USW00023293,SAN JOSE,5/18/08,0,,,87,56,
USW00023293,SAN JOSE,5/19/08,0,,,79,55,
USW00023293,SAN JOSE,5/20/08,0,,,75,54,
USW00023293,SAN JOSE,5/21/08,0,,,70,50,
USW00023293,SAN JOSE,5/22/08,0,,,75,48,
USW00023293,SAN JOSE,5/23/08,0,,,72,49,
USW00023293,SAN JOSE,5/24/08,0,,,64,53,
USW00023293,SAN JOSE,5/25/08,0,,,69,52,
USW00023293,SAN JOSE,5/26/08,0,,,66,50,
USW00023293,SAN JOSE,5/27/08,0,,,68,50,
USW00023293,SAN JOSE,5/28/08,0,,,70,47,
USW00023293,SAN JOSE,5/29/08,0,,,69,49,
USW00023293,SAN JOSE,5/30/08,0,,,70,54,
USW00023293,SAN JOSE,5/31/08,0,,,65,53,
USW00023293,SAN JOSE,6/1/08,0,,,67,49,
USW00023293,SAN JOSE,6/2/08,0,,,69,47,
USW00023293,SAN JOSE,6/3/08,0,,,72,52,
USW00023293,SAN JOSE,6/4/08,0,,,72,51,
USW00023293,SAN JOSE,6/5/08,0,,,74,50,
USW00023293,SAN JOSE,6/6/08,0,,,71,53,
USW00023293,SAN JOSE,6/7/08,0,,,80,49,
USW00023293,SAN JOSE,6/8/08,0,,,85,54,
USW00023293,SAN JOSE,6/9/08,0,,,92,55,
USW00023293,SAN JOSE,6/10/08,0,,,86,55,
USW00023293,SAN JOSE,6/11/08,0,,,88,57,
USW00023293,SAN JOSE,6/12/08,0,,,93,57,
USW00023293,SAN JOSE,6/13/08,0,,,84,57,
USW00023293,SAN JOSE,6/14/08,0,,,79,54,
USW00023293,SAN JOSE,6/15/08,0,,,73,52,
USW00023293,SAN JOSE,6/16/08,0,,,70,51,
USW00023293,SAN JOSE,6/17/08,0,,,86,52,
USW00023293,SAN JOSE,6/18/08,0,,,89,57,
USW00023293,SAN JOSE,6/19/08,0,,,94,58,
USW00023293,SAN JOSE,6/20/08,0,,,103,64,
USW00023293,SAN JOSE,6/21/08,0,,,97,66,
USW00023293,SAN JOSE,6/22/08,0,,,79,56,
USW00023293,SAN JOSE,6/23/08,0,,,68,52,
USW00023293,SAN JOSE,6/24/08,0,,,80,52,
USW00023293,SAN JOSE,6/25/08,0,,,76,54,
USW00023293,SAN JOSE,6/26/08,0,,,80,53,
USW00023293,SAN JOSE,6/27/08,0,,,80,58,
USW00023293,SAN JOSE,6/28/08,0,,,75,57,
USW00023293,SAN JOSE,6/29/08,0,,,76,57,
USW00023293,SAN JOSE,6/30/08,0,,,74,59,
USW00023293,SAN JOSE,7/1/08,0,,,74,56,
USW00023293,SAN JOSE,7/2/08,0,,,76,55,
USW00023293,SAN JOSE,7/3/08,0,,,81,58,
USW00023293,SAN JOSE,7/4/08,0,,,77,58,
USW00023293,SAN JOSE,7/5/08,0,,,82,59,
USW00023293,SAN JOSE,7/6/08,0,,,84,58,
USW00023293,SAN JOSE,7/7/08,0,,,95,60,
USW00023293,SAN JOSE,7/8/08,0,,,101,64,
USW00023293,SAN JOSE,7/9/08,0,,,95,67,
USW00023293,SAN JOSE,7/10/08,0,,,90,62,
USW00023293,SAN JOSE,7/11/08,0,,,87,60,
USW00023293,SAN JOSE,7/12/08,0,,,79,62,
USW00023293,SAN JOSE,7/13/08,0,,,80,62,
USW00023293,SAN JOSE,7/14/08,0,,,77,62,
USW00023293,SAN JOSE,7/15/08,0,,,75,60,
USW00023293,SAN JOSE,7/16/08,0,,,76,58,
USW00023293,SAN JOSE,7/17/08,0,,,75,55,
USW00023293,SAN JOSE,7/18/08,0,,,76,56,
USW00023293,SAN JOSE,7/19/08,0,,,76,55,
USW00023293,SAN JOSE,7/20/08,0,,,71,56,
USW00023293,SAN JOSE,7/21/08,0,,,71,55,
USW00023293,SAN JOSE,7/22/08,0,,,81,56,
USW00023293,SAN JOSE,7/23/08,0,,,82,57,
USW00023293,SAN JOSE,7/24/08,0,,,80,54,
USW00023293,SAN JOSE,7/25/08,0,,,83,55,
USW00023293,SAN JOSE,7/26/08,0,,,89,57,
USW00023293,SAN JOSE,7/27/08,0,,,75,57,
USW00023293,SAN JOSE,7/28/08,0,,,72,58,
USW00023293,SAN JOSE,7/29/08,0,,,75,58,
USW00023293,SAN JOSE,7/30/08,0,,,81,56,
USW00023293,SAN JOSE,7/31/08,0,,,79,56,
USW00023293,SAN JOSE,8/1/08,0,,,81,55,
USW00023293,SAN JOSE,8/2/08,0,,,87,59,
USW00023293,SAN JOSE,8/3/08,0,,,73,53,
USW00023293,SAN JOSE,8/4/08,0,,,74,55,
USW00023293,SAN JOSE,8/5/08,0,,,73,55,
USW00023293,SAN JOSE,8/6/08,0,,,74,57,
USW00023293,SAN JOSE,8/7/08,0,,,74,57,
USW00023293,SAN JOSE,8/8/08,0,,,71,57,
USW00023293,SAN JOSE,8/9/08,0,,,77,57,
USW00023293,SAN JOSE,8/10/08,0,,,88,55,
USW00023293,SAN JOSE,8/11/08,0,,,91,60,
USW00023293,SAN JOSE,8/12/08,0,,,85,57,
USW00023293,SAN JOSE,8/13/08,0,,,92,60,
USW00023293,SAN JOSE,8/14/08,0,,,86,59,
USW00023293,SAN JOSE,8/15/08,0,,,88,60,
USW00023293,SAN JOSE,8/16/08,0,,,80,60,
USW00023293,SAN JOSE,8/17/08,0,,,80,58,
USW00023293,SAN JOSE,8/18/08,0,,,75,61,
USW00023293,SAN JOSE,8/19/08,0,,,77,59,
USW00023293,SAN JOSE,8/20/08,0,,,82,61,
USW00023293,SAN JOSE,8/21/08,0,,,80,62,
USW00023293,SAN JOSE,8/22/08,0,,,82,58,
USW00023293,SAN JOSE,8/23/08,0,,,82,57,
USW00023293,SAN JOSE,8/24/08,0,,,86,60,
USW00023293,SAN JOSE,8/25/08,0,,,83,59,
USW00023293,SAN JOSE,8/26/08,0,,,87,57,
USW00023293,SAN JOSE,8/27/08,0,,,95,60,
USW00023293,SAN JOSE,8/28/08,0,,,101,65,
USW00023293,SAN JOSE,8/29/08,0,,,98,63,
USW00023293,SAN JOSE,8/30/08,0,,,81,59,
USW00023293,SAN JOSE,8/31/08,0,,,78,55,
USW00023293,SAN JOSE,9/1/08,0,,,87,55,
USW00023293,SAN JOSE,9/2/08,0,,,93,56,
USW00023293,SAN JOSE,9/3/08,0,,,96,59,
USW00023293,SAN JOSE,9/4/08,0,,,99,62,
USW00023293,SAN JOSE,9/5/08,0,,,99,64,
USW00023293,SAN JOSE,9/6/08,0,,,96,63,
USW00023293,SAN JOSE,9/7/08,0,,,85,58,
USW00023293,SAN JOSE,9/8/08,0,,,80,57,
USW00023293,SAN JOSE,9/9/08,0,,,79,58,
USW00023293,SAN JOSE,9/10/08,0,,,79,58,
USW00023293,SAN JOSE,9/11/08,0,,,79,58,
USW00023293,SAN JOSE,9/12/08,0,,,74,57,
USW00023293,SAN JOSE,9/13/08,0,,,75,57,
USW00023293,SAN JOSE,9/14/08,0,,,75,57,
USW00023293,SAN JOSE,9/15/08,0,,,76,57,
USW00023293,SAN JOSE,9/16/08,0,,,72,57,
USW00023293,SAN JOSE,9/17/08,0,,,73,55,
USW00023293,SAN JOSE,9/18/08,0,,,72,50,
USW00023293,SAN JOSE,9/19/08,0,,,79,50,
USW00023293,SAN JOSE,9/20/08,0,,,73,59,
USW00023293,SAN JOSE,9/21/08,0,,,74,56,
USW00023293,SAN JOSE,9/22/08,0,,,83,52,
USW00023293,SAN JOSE,9/23/08,0,,,90,54,
USW00023293,SAN JOSE,9/24/08,0,,,86,56,
USW00023293,SAN JOSE,9/25/08,0,,,88,58,
USW00023293,SAN JOSE,9/26/08,0,,,85,61,
USW00023293,SAN JOSE,9/27/08,0,,,88,59,
USW00023293,SAN JOSE,9/28/08,0,,,80,58,
USW00023293,SAN JOSE,9/29/08,0,,,74,59,
USW00023293,SAN JOSE,9/30/08,0,,,80,56,
USW00023293,SAN JOSE,10/1/08,0,,,85,58,
USW00023293,SAN JOSE,10/2/08,0,,,78,62,
USW00023293,SAN JOSE,10/3/08,0,,,75,58,
USW00023293,SAN JOSE,10/4/08,0.13,,,69,57,
USW00023293,SAN JOSE,10/5/08,0,,,73,51,
USW00023293,SAN JOSE,10/6/08,0,,,80,59,
USW00023293,SAN JOSE,10/7/08,0,,,83,59,
USW00023293,SAN JOSE,10/8/08,0,,,83,55,
USW00023293,SAN JOSE,10/9/08,0,,,74,51,
USW00023293,SAN JOSE,10/10/08,0,,,66,48,
USW00023293,SAN JOSE,10/11/08,0,,,68,51,
USW00023293,SAN JOSE,10/12/08,0,,,72,45,
USW00023293,SAN JOSE,10/13/08,0,,,80,45,
USW00023293,SAN JOSE,10/14/08,0,,,83,50,
USW00023293,SAN JOSE,10/15/08,0,,,83,50,
USW00023293,SAN JOSE,10/16/08,0,,,87,51,
USW00023293,SAN JOSE,10/17/08,0,,,85,55,
USW00023293,SAN JOSE,10/18/08,0,,,73,53,
USW00023293,SAN JOSE,10/19/08,0,,,68,52,
USW00023293,SAN JOSE,10/20/08,0,,,69,53,
USW00023293,SAN JOSE,10/21/08,0,,,80,49,
USW00023293,SAN JOSE,10/22/08,0,,,87,52,
USW00023293,SAN JOSE,10/23/08,0,,,86,52,
USW00023293,SAN JOSE,10/24/08,0,,,85,52,
USW00023293,SAN JOSE,10/25/08,0,,,84,51,
USW00023293,SAN JOSE,10/26/08,0,,,78,52,
USW00023293,SAN JOSE,10/27/08,0,,,68,54,
USW00023293,SAN JOSE,10/28/08,0,,,73,51,
USW00023293,SAN JOSE,10/29/08,0,,,74,48,
USW00023293,SAN JOSE,10/30/08,0.03,,,66,52,
USW00023293,SAN JOSE,10/31/08,0.03,,,74,60,
USW00023293,SAN JOSE,11/1/08,0.52,,,67,60,
USW00023293,SAN JOSE,11/2/08,0.08,,,68,54,
USW00023293,SAN JOSE,11/3/08,0.1,,,66,50,
USW00023293,SAN JOSE,11/4/08,0,,,63,49,
USW00023293,SAN JOSE,11/5/08,0,,,64,43,
USW00023293,SAN JOSE,11/6/08,0,,,70,49,
USW00023293,SAN JOSE,11/7/08,0,,,72,48,
USW00023293,SAN JOSE,11/8/08,0.04,,,65,49,
USW00023293,SAN JOSE,11/9/08,0,,,63,52,
USW00023293,SAN JOSE,11/10/08,0,,,66,52,
USW00023293,SAN JOSE,11/11/08,0,,,64,52,
USW00023293,SAN JOSE,11/12/08,0,,,67,53,
USW00023293,SAN JOSE,11/13/08,0,,,73,54,
